data/example_dataset/I0/00001.png,data/example_dataset/I45/00001.png,data/example_dataset/I90/00001.png,data/example_dataset/I135/00001.png,data/example_dataset/depth/00001.png,data/example_dataset/J/00001.png,data/example_dataset/t/00001.png,data/example_dataset/A/00001.png
data/example_dataset/I0/00002.png,data/example_dataset/I45/00002.png,data/example_dataset/I90/00002.png,data/example_dataset/I135/00002.png,data/example_dataset/depth/00002.png,data/example_dataset/J/00002.png,data/example_dataset/t/00002.png,data/example_dataset/A/00002.png
data/example_dataset/I0/00003.png,data/example_dataset/I45/00003.png,data/example_dataset/I90/00003.png,data/example_dataset/I135/00003.png,data/example_dataset/depth/00003.png,data/example_dataset/J/00003.png,data/example_dataset/t/00003.png,data/example_dataset/A/00003.png
data/example_dataset/I0/00004.png,data/example_dataset/I45/00004.png,data/example_dataset/I90/00004.png,data/example_dataset/I135/00004.png,data/example_dataset/depth/00004.png,data/example_dataset/J/00004.png,data/example_dataset/t/00004.png,data/example_dataset/A/00004.png
data/example_dataset/I0/00005.png,data/example_dataset/I45/00005.png,data/example_dataset/I90/00005.png,data/example_dataset/I135/00005.png,data/example_dataset/depth/00005.png,data/example_dataset/J/00005.png,data/example_dataset/t/00005.png,data/example_dataset/A/00005.png
data/example_dataset/I0/00006.png,data/example_dataset/I45/00006.png,data/example_dataset/I90/00006.png,data/example_dataset/I135/00006.png,data/example_dataset/depth/00006.png,data/example_dataset/J/00006.png,data/example_dataset/t/00006.png,data/example_dataset/A/00006.png
data/example_dataset/I0/00007.png,data/example_dataset/I45/00007.png,data/example_dataset/I90/00007.png,data/example_dataset/I135/00007.png,data/example_dataset/depth/00007.png,data/example_dataset/J/00007.png,data/example_dataset/t/00007.png,data/example_dataset/A/00007.png
data/example_dataset/I0/00008.png,data/example_dataset/I45/00008.png,data/example_dataset/I90/00008.png,data/example_dataset/I135/00008.png,data/example_dataset/depth/00008.png,data/example_dataset/J/00008.png,data/example_dataset/t/00008.png,data/example_dataset/A/00008.png
data/example_dataset/I0/00009.png,data/example_dataset/I45/00009.png,data/example_dataset/I90/00009.png,data/example_dataset/I135/00009.png,data/example_dataset/depth/00009.png,data/example_dataset/J/00009.png,data/example_dataset/t/00009.png,data/example_dataset/A/00009.png
data/example_dataset/I0/00010.png,data/example_dataset/I45/00010.png,data/example_dataset/I90/00010.png,data/example_dataset/I135/00010.png,data/example_dataset/depth/00010.png,data/example_dataset/J/00010.png,data/example_dataset/t/00010.png,data/example_dataset/A/00010.png
data/example_dataset/I0/00011.png,data/example_dataset/I45/00011.png,data/example_dataset/I90/00011.png,data/example_dataset/I135/00011.png,data/example_dataset/depth/00011.png,data/example_dataset/J/00011.png,data/example_dataset/t/00011.png,data/example_dataset/A/00011.png
data/example_dataset/I0/00012.png,data/example_dataset/I45/00012.png,data/example_dataset/I90/00012.png,data/example_dataset/I135/00012.png,data/example_dataset/depth/00012.png,data/example_dataset/J/00012.png,data/example_dataset/t/00012.png,data/example_dataset/A/00012.png
data/example_dataset/I0/00013.png,data/example_dataset/I45/00013.png,data/example_dataset/I90/00013.png,data/example_dataset/I135/00013.png,data/example_dataset/depth/00013.png,data/example_dataset/J/00013.png,data/example_dataset/t/00013.png,data/example_dataset/A/00013.png
data/example_dataset/I0/00014.png,data/example_dataset/I45/00014.png,data/example_dataset/I90/00014.png,data/example_dataset/I135/00014.png,data/example_dataset/depth/00014.png,data/example_dataset/J/00014.png,data/example_dataset/t/00014.png,data/example_dataset/A/00014.png
data/example_dataset/I0/00015.png,data/example_dataset/I45/00015.png,data/example_dataset/I90/00015.png,data/example_dataset/I135/00015.png,data/example_dataset/depth/00015.png,data/example_dataset/J/00015.png,data/example_dataset/t/00015.png,data/example_dataset/A/00015.png
data/example_dataset/I0/00016.png,data/example_dataset/I45/00016.png,data/example_dataset/I90/00016.png,data/example_dataset/I135/00016.png,data/example_dataset/depth/00016.png,data/example_dataset/J/00016.png,data/example_dataset/t/00016.png,data/example_dataset/A/00016.png
data/example_dataset/I0/00017.png,data/example_dataset/I45/00017.png,data/example_dataset/I90/00017.png,data/example_dataset/I135/00017.png,data/example_dataset/depth/00017.png,data/example_dataset/J/00017.png,data/example_dataset/t/00017.png,data/example_dataset/A/00017.png
data/example_dataset/I0/00018.png,data/example_dataset/I45/00018.png,data/example_dataset/I90/00018.png,data/example_dataset/I135/00018.png,data/example_dataset/depth/00018.png,data/example_dataset/J/00018.png,data/example_dataset/t/00018.png,data/example_dataset/A/00018.png
data/example_dataset/I0/00019.png,data/example_dataset/I45/00019.png,data/example_dataset/I90/00019.png,data/example_dataset/I135/00019.png,data/example_dataset/depth/00019.png,data/example_dataset/J/00019.png,data/example_dataset/t/00019.png,data/example_dataset/A/00019.png
data/example_dataset/I0/00020.png,data/example_dataset/I45/00020.png,data/example_dataset/I90/00020.png,data/example_dataset/I135/00020.png,data/example_dataset/depth/00020.png,data/example_dataset/J/00020.png,data/example_dataset/t/00020.png,data/example_dataset/A/00020.png
data/example_dataset/I0/00021.png,data/example_dataset/I45/00021.png,data/example_dataset/I90/00021.png,data/example_dataset/I135/00021.png,data/example_dataset/depth/00021.png,data/example_dataset/J/00021.png,data/example_dataset/t/00021.png,data/example_dataset/A/00021.png
data/example_dataset/I0/00022.png,data/example_dataset/I45/00022.png,data/example_dataset/I90/00022.png,data/example_dataset/I135/00022.png,data/example_dataset/depth/00022.png,data/example_dataset/J/00022.png,data/example_dataset/t/00022.png,data/example_dataset/A/00022.png
data/example_dataset/I0/00023.png,data/example_dataset/I45/00023.png,data/example_dataset/I90/00023.png,data/example_dataset/I135/00023.png,data/example_dataset/depth/00023.png,data/example_dataset/J/00023.png,data/example_dataset/t/00023.png,data/example_dataset/A/00023.png
data/example_dataset/I0/00024.png,data/example_dataset/I45/00024.png,data/example_dataset/I90/00024.png,data/example_dataset/I135/00024.png,data/example_dataset/depth/00024.png,data/example_dataset/J/00024.png,data/example_dataset/t/00024.png,data/example_dataset/A/00024.png
